CONFORMED-NAME	TICKER	SIC	CIK	YEAR
Soul & Vibe Interactive Inc.-16	SOUL	7372	1515115	2016
TRINET GROUP INC-16	TNET	7389	937098	2016
TRINET GROUP INC-16	TNET	7389	937098	2016
OLB GROUP, INC.-16	OLBG	7200	1314196	2016
Pollex, Inc.-16	NPKG	7389	1178377	2016
DUOS TECHNOLOGIES GROUP, INC.-16	IOSA	7372	1396536	2016
CREATIVE REALITIES, INC.-16	RNIN	7373	1356093	2016
BREEDIT CORP.-16	BRDT	7372	1498067	2016
Solis Tek, Inc./NV-16	CINJ	7380	1398137	2016
Illumitry Corp.-16	Unknown	7389	1636760	2016
iSign Solutions Inc.-16	CICI	7372	727634	2016
iSign Solutions Inc.-16	CICI	7372	727634	2016
MITCHAM INDUSTRIES INC-16	MIND	7359	926423	2016
DIAMONDHEAD CASINO CORP-16	DHCC	7011	844887	2016
DIAMONDHEAD CASINO CORP-16	DHCC	7011	844887	2016
NEW ASIA ENERGY INC.-16	Unknown	7389	1454510	2016
MOMENTOUS ENTERTAINMENT GROUP INC-16	Unknown	7819	1602381	2016
Teardroppers, Inc.-16	Unknown	7310	1615780	2016
NightCulture, Inc.-16	Unknown	7900	1114208	2016
OncBioMune Pharmaceuticals, Inc-16	SKRY	7310	1362703	2016
OOMA INC-16	OOMA	7374	1327688	2016
WORLDS INC-16	WDDD	7372	1961	2016
BMP Holdings Inc.-16	Unknown	7997	1623077	2016
BMP Holdings Inc.-16	Unknown	7997	1623077	2016
SEAFARER EXPLORATION CORP-16	SFRX	7900	1106213	2016
INDIA ECOMMERCE CORP-16	IEEC	7371	1510891	2016
INDIA ECOMMERCE CORP-16	IEEC	7371	1510891	2016
Staffing Group, Ltd.-16	Unknown	7200	1561622	2016
House of BODS Fitness, Inc.-16	Unknown	7997	1584489	2016
Geospatial Corp-16	GSPH	7389	1011395	2016
VIKING INVESTMENTS GROUP, INC.-16	SBAT	7900	1102432	2016
ChinaNet Online Holdings, Inc.-16	CNET	7311	1376321	2016
IGEN NETWORKS CORP-16	IGEN	7363	1393540	2016
BullsNBears.com, Inc.-16	BNBI	7370	1543272	2016
Nxt-ID, Inc.-16	Unknown	7381	1566826	2016
Umatrin Holding Ltd-16	GOOO	7389	1317839	2016
WORLDS MALL INC-16	Unknown	7374	1592592	2016
Woodland Holdings Corp-16	Unknown	7374	1635965	2016
Friendable, Inc.-16	TFER	7372	1414043	2016
Code Rebel Corp-16	Unknown	7372	1613011	2016
EZJR, Inc.-16	Unknown	7374	1402453	2016
Frontier Digital Media Group, Inc.-16	Unknown	7374	1643542	2016
AlphaPoint Technology, Inc.-16	Unknown	7372	1473654	2016
Adaptive Medias, Inc.-16	ADTM	7310	1428397	2016
VIRTUAL PIGGY, INC.-16	VPIG	7372	1437283	2016
KSIX Media Holdings, Inc.-16	MKED	7310	1392694	2016
IDdriven, Inc.-16	Unknown	7990	1605024	2016
LONGBAU GROUP INC-16	Unknown	7200	1602706	2016
Epoxy, Inc.-16	NHYT	7200	1428816	2016
IMC Holdings, Inc.-16	Unknown	7372	1587063	2016
MMRGlobal, Inc.-16	MMRF	7389	1285701	2016
DEBT RESOLVE INC-16	DRSV	7372	1106645	2016
EXCELSIS INVESTMENTS INC.-16	PBCW	7389	1496818	2016
CANNASYS INC-16	Unknown	7389	1417028	2016
LookSmart Group, Inc.-16	Unknown	7374	1641129	2016
BROADVISION INC-16	BVSN	7372	920448	2016
FULLCIRCLE REGISTRY INC-16	FLCR	7830	1127993	2016
WEYLAND TECH, INC.-16	CDCX	7389	1335112	2016
RAADR, INC.-16	PTOO	7371	1384365	2016
VALIDIAN CORP-16	VLDI	7372	1100644	2016
Luxurious Travel Corp.-16	Unknown	7372	1536394	2016
Golden Edge Entertainment, Inc.-16	Unknown	7200	1575913	2016
Salamander Innisbrook, LLC-16	Unknown	7900	1418372	2016
SINO PAYMENTS, INC.-16	SNPY	7380	1417664	2016
MJ Pharmaceuticals Inc.-16	Unknown	7389	1502629	2016
Insynergy Products, Inc-16	Unknown	7311	1539850	2016
Kiwibox.Com, Inc.-16	MAGY	7372	838796	2016
StrikeForce Technologies Inc.-16	SKFT	7372	1285543	2016
Image Chain Group Limited, Inc.-16	Unknown	7812	1598924	2016
iGambit, Inc.-16	Unknown	7389	1479681	2016
RemSleep Holdings Inc.-16	BVIG	7200	1412126	2016
INFINITE GROUP INC-16	IMCI	7370	884650	2016
ADVANCED CREDIT TECHNOLOGIES INC-16	ACTC	7372	1437517	2016
WORDLOGIC CORP-16	WLGC	7389	1139614	2016
VIASPACE Inc.-16	VSPC	7330	1270200	2016
CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD-16	MGHA	7389	1010566	2016
Wowio, Inc.-16	Unknown	7310	1559754	2016
VERTICAL COMPUTER SYSTEMS INC-16	VCSY	7372	1099509	2016
Pazoo, Inc.-16	Unknown	7389	1533427	2016
QAD INC-16	QADI	7372	1036188	2016
International Endeavors Corp-16	Unknown	7000	1611046	2016
PayMeOn, Inc.-16	MMAX	7310	1448705	2016
RLJ ENTERTAINMENT, INC.-16	RLJE	7822	1546381	2016
MMEX Resources Corp-16	QTUM	7819	1440799	2016
Aly Energy Services, Inc.-16	Unknown	7359	946822	2016
LIFEAPPS BRANDS INC.-16	LFAP	7374	1510247	2016
American Business Services, Inc.-16	Unknown	7389	1532882	2016
EARTH LIFE SCIENCES INC-16	CTTG	7381	1165639	2016
TOUCAN INTERACTIVE CORP-16	Unknown	7320	1602143	2016
TOUCAN INTERACTIVE CORP-16	Unknown	7320	1602143	2016
MOTIVATING THE MASSES INC-16	Unknown	7200	1107796	2016
MOTIVATING THE MASSES INC-16	Unknown	7200	1107796	2016
Petrogress, Inc.-16	Unknown	7370	1558465	2016
Petrogress, Inc.-16	Unknown	7370	1558465	2016
Rennova Health, Inc.-16	CLRX	7374	931059	2016
XcelMobility Inc.-16	XCLL	7372	1465509	2016
Xactly Corp-16	XTLY	7372	1322554	2016
STREAMLINE HEALTH SOLUTIONS INC.-16	STRM	7373	1008586	2016
STREAMLINE HEALTH SOLUTIONS INC.-16	STRM	7373	1008586	2016
China Media Group CORP-16	Unknown	7310	1211211	2016
RED HAT INC-16	RHT	7370	1087423	2016
RED HAT INC-16	RHT	7370	1087423	2016
READING INTERNATIONAL INC-16	RDI	7830	716634	2016
READING INTERNATIONAL INC-16	RDI	7830	716634	2016
DSG Global Inc.-16	Unknown	7373	1413909	2016
EF Hutton America, Inc.-16	Unknown	7374	1565700	2016
EF Hutton America, Inc.-16	Unknown	7374	1565700	2016
Cannabis Sativa, Inc.-16	USUN	7200	1360442	2016
Franchise Holdings International, Inc.-16	FNHI	7389	1096275	2016
eMedia Group Inc.-16	Unknown	7372	1658433	2016
Resort Savers, Inc.-16	Unknown	7990	1572384	2016
VIBE WIRELESS CORP.-16	Unknown	7380	1571804	2016
VIBE WIRELESS CORP.-16	Unknown	7380	1571804	2016
Artec Global Media, Inc.-16	Unknown	7389	1561865	2016
Artec Global Media, Inc.-16	Unknown	7389	1561865	2016
TAKE TWO INTERACTIVE SOFTWARE INC-16	TTWO	7372	946581	2016
TAKE TWO INTERACTIVE SOFTWARE INC-16	TTWO	7372	946581	2016
Hemcare Health Services Inc.-16	Unknown	7200	1420368	2016
Majesco-16	MJCO	7372	1626853	2016
XURA, INC.-16	CNSI	7389	1549872	2016
Gawk Inc.-16	Unknown	7370	1546392	2016
CoroWare, Inc,-16	COWI	7372	1156784	2016
MONRO MUFFLER BRAKE INC-16	MNRO	7500	876427	2016
AMERCO /NV/-16	UHAL	7510	4457	2016
AMERCO /NV/-16	UHAL	7510	4457	2016
EVERTEC, Inc.-16	EVTC	7374	1559865	2016
BARRETT BUSINESS SERVICES INC-16	BBSI	7363	902791	2016
NEW RELIC, INC.-16	NEWR	7372	1448056	2016
Ezy Cloud Holding Inc.-16	ACRO	7389	1497251	2016
HDS INTERNATIONAL CORP.-16	HDSI	7374	1454742	2016
ACXIOM CORP-16	ACXM	7374	733269	2016
ACXIOM CORP-16	ACXM	7374	733269	2016
VIRTUSA CORP-16	VRTU	7371	1207074	2016
CSRA Inc.-16	Unknown	7373	1646383	2016
ELECTRONIC ARTS INC.-16	EA	7372	712515	2016
ELECTRONIC ARTS INC.-16	EA	7372	712515	2016
Textmunication Holdings, Inc.-16	FSTWC	7372	897078	2016
NETSCOUT SYSTEMS INC-16	NTCT	7373	1078075	2016
Baixo Relocation Services, Inc.-16	Unknown	7389	1609988	2016
Gen Serv, INC.-16	Unknown	7200	1608429	2016
ADDENTAX GROUP CORP.-16	Unknown	7330	1650101	2016
MYECHECK, INC.-16	Unknown	7389	1619558	2016
PEARTRACK SECURITY SYSTEMS, INC.-16	EGCT	7510	1379245	2016
InCapta, Inc.-16	GZFX	7841	1099234	2016
CLOUD SECURITY CORP.-16	Unknown	7311	1516079	2016
CLOUD SECURITY CORP.-16	Unknown	7311	1516079	2016
COMPUTER SCIENCES CORP-16	CSC	7373	23082	2016
H&R BLOCK INC-16	HRB	7200	12659	2016
Bazaarvoice Inc-16	BV	7372	1330421	2016
ISLE OF CAPRI CASINOS INC-16	ISLE	7011	863015	2016
ORACLE CORP-16	ORCL	7372	1341439	2016
Monaker Group, Inc.-16	MXEX	7310	1372183	2016
SALON MEDIA GROUP INC-16	SALN	7310	1084332	2016
COMMAND SECURITY CORP-16	MOC	7381	864509	2016
MEDCAREERS GROUP, Inc.-16	Unknown	7389	1438901	2016
KORN FERRY INTERNATIONAL-16	KFY	7361	56679	2016
Media Analytics Corp-16	FSPT	7372	1518171	2016
Intellisense Solutions Inc.-16	Unknown	7370	1577445	2016
Devago, Inc.-16	Unknown	7371	1627611	2016
Devago, Inc.-16	Unknown	7371	1627611	2016
DETERMINE, INC.-16	SLTC	7372	1090908	2016
DETERMINE, INC.-16	SLTC	7372	1090908	2016
Asia Travel Corp-16	PNHV	7011	1027235	2016
MOBETIZE, CORP.-16	SAVI	7200	1546679	2016
MOBETIZE, CORP.-16	SAVI	7200	1546679	2016
MMEX Resources Corp-16	QTUM	7819	1440799	2016
Ziwira, Inc.-16	Unknown	7373	1636300	2016
American Riding Tours Inc-16	Unknown	7900	1585755	2016
American Riding Tours Inc-16	Unknown	7900	1585755	2016
Cinedigm Corp.-16	CIDM	7841	1173204	2016
AMERICAN SOFTWARE INC-16	AMSWA	7372	713425	2016
Investview, Inc.-16	GISV	7389	862651	2016
BIRDBILL, INC.-16	Unknown	7389	1647771	2016
COUNTERPATH CORP-16	XNWK	7372	1236997	2016
COUNTERPATH CORP-16	XNWK	7372	1236997	2016
Peak Resorts Inc-16	SKIS	7011	1517401	2016
Peak Resorts Inc-16	SKIS	7011	1517401	2016
MOMENTOUS HOLDINGS CORP.-16	Unknown	7372	1653876	2016
SITESTAR CORP-16	SYTE	7374	1096934	2016
WATERMARK GROUP, INC.-16	Unknown	7819	1510333	2016
HealthTalk Live, Inc.-16	Unknown	7374	1580262	2016
HealthTalk Live, Inc.-16	Unknown	7374	1580262	2016
Uvic Inc.-16	Unknown	7374	1635748	2016
Uvic Inc.-16	Unknown	7374	1635748	2016
BUTLER NATIONAL CORP-16	BUKS	7990	15847	2016
OPEN TEXT CORP-16	OTEX	7373	1002638	2016
MICROSOFT CORP-16	MSFT	7372	789019	2016
MICROSOFT CORP-16	MSFT	7372	789019	2016
NEVADA GOLD & CASINOS INC-16	UWN	7990	277058	2016
NEVADA GOLD & CASINOS INC-16	UWN	7990	277058	2016
Global Quest Ltd.-16	Unknown	7374	1649676	2016
PETRICHOR CORP.-16	Unknown	7389	1604082	2016
PETRICHOR CORP.-16	Unknown	7389	1604082	2016
AUTOMATIC DATA PROCESSING INC-16	ADP	7374	8670	2016
Sharing Services, Inc.-16	Unknown	7374	1644488	2016
Sharing Services, Inc.-16	Unknown	7374	1644488	2016
CDK Global, Inc.-16	Unknown	7389	1609702	2016
CDK Global, Inc.-16	Unknown	7389	1609702	2016
ASPEN TECHNOLOGY INC /DE/-16	AZPN	7371	929940	2016
Line Up Advertisement, Inc.-16	Unknown	7310	1552358	2016
Writ Media Group, Inc.-16	Unknown	7812	1413547	2016
APPIPHANY TECHNOLOGIES HOLDINGS CORP-16	APHD	7371	1490054	2016
PetVivo Holdings, Inc.-16	Unknown	7372	1512922	2016
WESTERN LUCRATIVE ENTERPRISES, INC.-16	Unknown	7389	1442101	2016
WESTERN LUCRATIVE ENTERPRISES, INC.-16	Unknown	7389	1442101	2016
Madison Square Garden Co-16	MSG	7990	1636519	2016
YANEX GROUP, INC.-16	Unknown	7330	1521420	2016
CACI INTERNATIONAL INC /DE/-16	CACI	7373	16058	2016
IMAGE PROTECT, INC.-16	IMTL	7372	1110648	2016
IMAGE PROTECT, INC.-16	IMTL	7372	1110648	2016
SYNAPTICS Inc-16	SYNA	7371	817720	2016
SPARTA COMMERCIAL SERVICES, INC.-16	SRCO	7389	318299	2016
Starlight Supply Chain Management Co-16	Unknown	7200	1610457	2016
G&K SERVICES INC-16	GK	7200	39648	2016
Staffing 360 Solutions, Inc.-16	STAF	7363	1499717	2016
SOFTECH INC-16	SOFT	7373	354260	2016
HENRY JACK & ASSOCIATES INC-16	JKHY	7373	779152	2016
BOTTOMLINE TECHNOLOGIES INC /DE/-16	EPAY	7372	1073349	2016
SavMobi Technology Inc.-16	Unknown	7372	1647822	2016
COLLECTORS UNIVERSE INC-16	CLCT	7389	1089143	2016
Mind Solutions Inc.-16	VOIS	7389	1136711	2016
Mind Solutions Inc.-16	VOIS	7389	1136711	2016
PARK CITY GROUP INC-16	PCYG	7374	50471	2016
Intrawest Resorts Holdings, Inc.-16	SNOW	7990	1587755	2016
General Finance CORP-16	GFN	7359	1342287	2016
General Finance CORP-16	GFN	7359	1342287	2016
EGAIN Corp-16	EGAN	7372	1066194	2016
Great Elm Capital Group, Inc.-16	UPIP	7372	1082506	2016
Great Elm Capital Group, Inc.-16	UPIP	7372	1082506	2016
Guidewire Software, Inc.-16	GWRE	7372	1528396	2016
BUSINESS.VN, INC.-16	Unknown	7389	1084370	2016
EnviroStar, Inc.-16	DCU	7200	65312	2016
EnviroStar, Inc.-16	DCU	7200	65312	2016
Research Solutions, Inc.-16	RSSS	7389	1386301	2016
ARKADOS GROUP, INC.-16	CDKX	7389	1095130	2016
INFOBLOX INC-16	BLOX	7374	1223862	2016
MAM SOFTWARE GROUP, INC.-16	MAMS	7372	832488	2016
AMARU INC-16	Unknown	7389	1139822	2016
Lotus Biotech Development Corp.-16	Unknown	7812	1520592	2016
Lotus Biotech Development Corp.-16	Unknown	7812	1520592	2016
Portlogic Systems Inc.-16	PGSY	7372	1413990	2016
CHINA MEDIA INC.-16	Unknown	7812	1434674	2016
BOWL AMERICA INC-16	BWL	7900	13573	2016
BOWL AMERICA INC-16	BWL	7900	13573	2016
Apigee Corp-16	Unknown	7372	1324772	2016
VGambling Inc.-16	VIRZ	7900	1451448	2016
NEVADA CLASSIC THOROUGHBREDS INC-16	Unknown	7948	1128383	2016
AREM PACIFIC Corp-16	Unknown	7200	1435812	2016
Interups Inc-16	Unknown	7374	1554947	2016
Interlink Plus, Inc.-16	Unknown	7363	1643988	2016
Interlink Plus, Inc.-16	Unknown	7363	1643988	2016
KokiCare, Inc.-16	Unknown	7372	1641631	2016
ModusLink Global Solutions Inc-16	MLNK	7389	914712	2016
ModusLink Global Solutions Inc-16	MLNK	7389	914712	2016
alpha-En Corp-16	PIXG	7819	1023298	2016
ITEX CORP-16	ITEX	7389	860518	2016
CONCIERGE TECHNOLOGIES INC-16	CNCG	7389	1005101	2016
UNIFIRST CORP-16	UNF	7200	717954	2016
UNIFIRST CORP-16	UNF	7200	717954	2016
Onstream Media CORP-16	ONSM	7373	919130	2016
ARI NETWORK SERVICES INC /WI-16	ARIS	7370	879796	2016
FACTSET RESEARCH SYSTEMS INC-16	FDS	7370	1013237	2016
CMG HOLDINGS GROUP, INC.-16	CMGO	7310	1346655	2016
ID Global Solutions Corp-16	Unknown	7372	1534154	2016
Grand Perfecta, Inc.-16	Unknown	7948	1550053	2016
Grand Perfecta, Inc.-16	Unknown	7948	1550053	2016
Photoamigo, Inc.-16	Unknown	7374	1482554	2016
FAIR ISAAC CORP-16	FICO	7389	814547	2016
FAIR ISAAC CORP-16	FICO	7389	814547	2016
SIMULATIONS PLUS INC-16	SLP	7373	1023459	2016
World Moto, Inc.-16	FARE	7372	1492151	2016
TGI Solar Power Group Inc.-16	Unknown	7389	1309056	2016
FUSE ENTERPRISES INC.-16	Unknown	7389	1636051	2016
Messagebgone, Inc.-16	Unknown	7372	1655349	2016
MODEL N, INC.-16	MODN	7370	1118417	2016
TGI Solar Power Group Inc.-16	Unknown	7389	1309056	2016
LIQUIDITY SERVICES INC-16	LQDT	7389	1235468	2016
GRASSHOPPER STAFFING, INC.-16	Unknown	7900	1584693	2016
Johnson Controls International plc-16	TYC	7380	833444	2016
TRAQER CORP-16	Unknown	7372	1656053	2016
DESTINY MEDIA TECHNOLOGIES INC-16	DSNY	7372	1099369	2016
KNIGHT KNOX DEVELOPMENT CORP.-16	Unknown	7389	1621221	2016
FundThatCompany-16	Unknown	7389	1658304	2016
APPLIED DNA SCIENCES INC-16	APDN	7380	744452	2016
My Cloudz, Inc.-16	Unknown	7374	1629205	2016
Classic Rules Judo Championships, Inc.-16	Unknown	7997	1445831	2016
Blake Insomnia Therapeutics, Inc.-16	Unknown	7200	1556416	2016
BIGFOOT PROJECT INVESTMENTS INC-16	Unknown	7822	1569568	2016
SYNOPSYS INC-16	SNPS	7372	883241	2016
CRYPTO-SERVICES, INC.-16	Unknown	7370	1626745	2016
Service Team Inc.-16	Unknown	7600	1535635	2016
eBizware, Inc.-16	Unknown	7372	1627041	2016
PARKS AMERICA, INC-16	PRKA	7990	1297937	2016
VNUE, Inc.-16	BUKX	7822	1376804	2016
PISMO COAST VILLAGE INC-16	Unknown	7000	216877	2016
Bridgeline Digital, Inc.-16	BLIN	7372	1378590	2016
GH Capital Inc.-16	Unknown	7372	1609472	2016
JANEL CORP-16	JLWT	7389	1133062	2016
GEE Group Inc.-16	JOB	7361	40570	2016
Moxian, Inc.-16	SNEC	7370	1516805	2016
ALJ REGIONAL HOLDINGS INC-16	Unknown	7389	1438731	2016
MOHEGAN TRIBAL GAMING AUTHORITY-16	Unknown	7011	1005276	2016
Spelt Group Corp.-16	Unknown	7330	1644149	2016
AMBER GROUP INC-16	Unknown	7374	1621697	2016
APP Incline Corp-16	Unknown	7372	1669513	2016
Ominto, Inc.-16	MEDG	7389	1097792	2016
LIVE VENTURES Inc-16	LIVE	7371	1045742	2016
PC Mobile Media Corp.-16	Unknown	7310	1663641	2016
