CONFORMED-NAME	SIC	CIK	YEAR
ICC TECHNOLOGIES INC-99	7370	756502	1999
INTELLIGROUP INC-99	7373	1016439	1999
OLSTEN CORP-99	7363	74386	1999
NATIONAL TECHTEAM INC /DE/-99	7370	805054	1999
SFX ENTERTAINMENT INC-99	7900	1051253	1999
AFFINITY TECHNOLOGY GROUP INC-99	7373	1007508	1999
COMPUTER HORIZONS CORP-99	7373	23019	1999
ADAMS OUTDOOR ADVERTISING INC-99	7310	1011977	1999
COURTYARD BY MARRIOTT LIMITED PARTNERSHIP-99	7011	813807	1999
BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC-99	7373	1050025	1999
BANYAN SYSTEMS INC-99	7372	888711	1999
CNET INC /DE-99	7812	1015577	1999
INSIGNIA SOLUTIONS PLC-99	7372	1002390	1999
LEVEL 8 SYSTEMS INC-99	7371	945384	1999
EQUUS GAMING CO LP-99	7990	928423	1999
TELESCAN INC-99	7370	832175	1999
MARRIOTT RESIDENCE INN LIMITED PARTNERSHIP-99	7011	829092	1999
CCC INFORMATION SERVICES GROUP INC-99	7370	1017917	1999
PROMUS HOTEL CORP/DE/-99	7011	1049533	1999
MODIS PROFESSIONAL SERVICES INC-99	7363	924646	1999
TRI STATE OUTDOOR MEDIA GROUP INC-99	7310	1065983	1999
COURTYARD BY MARRIOTT II LIMITED PARTNERSHIP /DE/-99	7011	832179	1999
FAMILY GOLF CENTERS INC-99	7990	929941	1999
TRUMPS CASTLE ASSOCIATES LP-99	7990	911534	1999
WAM NET INC-99	7374	1060274	1999
CORT BUSINESS SERVICES CORP-99	7359	905401	1999
CADENCE DESIGN SYSTEMS INC-99	7372	813672	1999
SOS STAFFING SERVICES INC-99	7363	945437	1999
CERNER CORP /MO/-99	7373	804753	1999
LEARNING CO INC-99	7372	719612	1999
CSA INCOME FUND LIMITED PARTNERSHIP III-99	7377	831890	1999
CSA INCOME FUND IV LIMITED PARTNERSHIP-99	7377	858801	1999
ADAMS OUTDOOR ADVERTISING INC-99	7310	1011977	1999
BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC-99	7373	1050025	1999
CENTURA SOFTWARE CORP-99	7372	895021	1999
AFFINITY TECHNOLOGY GROUP INC-99	7373	1007508	1999
CNET INC /DE-99	7812	1015577	1999
COURTYARD BY MARRIOTT II LIMITED PARTNERSHIP /DE/-99	7011	832179	1999
HOMECOM COMMUNICATIONS INC-99	7371	1021226	1999
EXIGENT INTERNATIONAL INC-99	7373	1015854	1999
EQUUS GAMING CO LP-99	7990	928423	1999
SFX ENTERTAINMENT INC-99	7900	1051253	1999
CORSAIR COMMUNICATIONS INC-99	7373	1028285	1999
MARRIOTT RESIDENCE INN II LIMITED PARTNERSHIP-99	7011	841283	1999
TELESCAN INC-99	7370	832175	1999
DISCOVERY ZONE INC-99	7990	900392	1999
LODGIAN INC-99	7011	1066138	1999
PROMUS HOTEL CORP/DE/-99	7011	1049533	1999
AEGIS COMMUNICATIONS GROUP INC-99	7389	778426	1999
TRI STATE OUTDOOR MEDIA GROUP INC-99	7310	1065983	1999
MATHSOFT INC-99	7372	895095	1999
MDSI MOBILE DATA SOLUTIONS INC /CAN/-99	7372	935497	1999
WAM NET INC-99	7374	1060274	1999
MODIS PROFESSIONAL SERVICES INC-99	7363	924646	1999
SUPER 8 MOTELS LTD-99	7011	311174	1999
SUPER 8 MOTELS III LTD-99	7011	317859	1999
SIX FLAGS ENTERTAINMENT CORP-99	7990	901508	1999
CRONOS GROUP-99	7359	919869	1999
ICC TECHNOLOGIES INC-99	7370	756502	1999
FAMOUS HOST LODGING V LP-99	7011	737876	1999
GHS INC-99	7373	791398	1999
POWERCERV CORP-99	7373	1005758	1999
LOEWEN GROUP INC-99	7200	845577	1999
PROTECTION ONE ALARM MONITORING INC-99	7380	916310	1999
STRATEGIC SOLUTIONS GROUP INC-99	7371	851943	1999
CYPRESS EQUIPMENT FUND LTD-99	7359	847486	1999
PAINEWEBBER PREFERRED YIELD FUND L P-99	7359	859176	1999
VASCO DATA SECURITY INTERNATIONAL INC-99	7373	1044777	1999
ALTRIS SOFTWARE INC-99	7373	813747	1999
INTEGRATED TRANSPORTATION NETWORK GROUP INC-99	7510	1057561	1999
NETWORKS ASSOCIATES INC/-99	7372	890801	1999
DELPHI INFORMATION SYSTEMS INC /DE/-99	7373	814549	1999
JUDGE GROUP INC-99	7373	1022893	1999
WESTWOOD GROUP INC-99	7948	83530	1999
HWCC TUNICA INC-99	7990	927801	1999
CPS SYSTEMS INC-99	7373	1048536	1999
TELS CORP-99	7373	756767	1999
GB HOLDINGS INC-99	7011	912926	1999
NETSMART TECHNOLOGIES INC-99	7374	1011028	1999
SEGUE SOFTWARE INC-99	7373	894572	1999
BOUNDLESS CORP-99	7370	837472	1999
PEGASYSTEMS INC-99	7374	1013857	1999
EXECUTIVE TELECARD LTD-99	7389	842807	1999
HEALTHDESK CORP-99	7372	1023767	1999
GOLF ENTERTAINMENT INC-99	7377	849354	1999
SERENA SOFTWARE INC-99	7372	1073967	1999
AUTO GRAPHICS INC-99	7374	8598	1999
VIISAGE TECHNOLOGY INC-99	7373	1018332	1999
NATIONAL COMPUTER SYSTEMS INC-99	7374	69999	1999
ALL AMERICAN SPORTPARK INC-99	7900	930245	1999
CARREKER ANTINORI INC-99	7374	1057709	1999
EXECUTIVE TELECARD LTD-99	7389	842807	1999
4FRONT TECHNOLOGIES INC-99	7373	91649	1999
COMPUTER HORIZONS CORP-99	7373	23019	1999
MACNEAL SCHWENDLER CORP-99	7372	717238	1999
EXCALIBUR TECHNOLOGIES CORP-99	7372	316222	1999
INFORMATION ADVANTAGE INC-99	7372	1047118	1999
TREASURE BAY GAMING & RESORTS INC-99	7997	916608	1999
LEAPNET INC-99	7311	1015665	1999
GOLF ENTERTAINMENT INC-99	7377	849354	1999
GLOBE BUSINESS RESOURCES INC-99	7359	1004571	1999
MID STATE RACEWAY INC-99	7948	65914	1999
MEDICAL INFORMATION TECHNOLOGY INC-99	7372	1011452	1999
VIDEO CITY INC-99	7822	773135	1999
MARRIOTT RESIDENCE INN LIMITED PARTNERSHIP-99	7011	829092	1999
WEST COAST ENTERTAINMENT CORP-99	7841	1005858	1999
GOLDEN BEAR GOLF INC-99	7990	1016370	1999
KENILWORTH SYSTEMS CORP-99	7373	55234	1999
MOA HOSPITALITY INC-99	7011	816746	1999
LOEWS CINEPLEX ENTERTAINMENT CORP-99	7830	1054588	1999
LAI WORLDWIDE INC-99	7361	1038315	1999
COMPUTER ASSOCIATES INTERNATIONAL INC-99	7372	356028	1999
PRESIDENT CASINOS INC-99	7990	888507	1999
MARKET GUIDE INC-99	7374	720462	1999
QUALITY SYSTEMS INC-99	7373	708818	1999
CTC COMMUNICATIONS CORP-99	7385	764841	1999
SAFELITE GLASS CORP-99	7500	1033671	1999
CYPRESS EQUIPMENT FUND II LTD-99	7359	881196	1999
MACROMEDIA INC-99	7372	913949	1999
3DO CO-99	7372	898441	1999
CATALINA MARKETING CORP/DE-99	7311	883977	1999
COMPUTER SCIENCES CORP-99	7373	23082	1999
PLAYERS INTERNATIONAL INC /NV/-99	7990	796912	1999
ASI SOLUTIONS INC-99	7361	1029445	1999
ATLANTIC DATA SERVICES INC-99	7374	1052773	1999
AMERCO /NV/-99	7510	4457	1999
LOIS/USA INC-99	7311	930004	1999
USCI INC-99	7389	907069	1999
AMC ENTERTAINMENT INC-99	7830	722077	1999
RENTRAK CORP-99	7822	800458	1999
RATIONAL SOFTWARE CORP-99	7372	722056	1999
BTG INC /VA/-99	7373	932279	1999
U HAUL INTERNATIONAL INC-99	7500	4458	1999
UNIVERSAL COMPRESSION INC-99	7359	1057233	1999
PILOT NETWORK SERVICES INC-99	7380	1063921	1999
SOFTECH INC-99	7373	354260	1999
SYMIX SYSTEMS INC-99	7372	872443	1999
GENERAL EMPLOYMENT ENTERPRISES INC-99	7361	40570	1999
VSI HOLDINGS INC-99	7389	354611	1999
CONCUR TECHNOLOGIES INC-99	7372	1066026	1999
ADOBE SYSTEMS INC-00	7372	796343	2000
OUT TAKES INC-00	7200	889353	2000
JDA SOFTWARE GROUP INC-00	7371	1006892	2000
SAGENT TECHNOLOGY INC-00	7372	1058425	2000
PLM EQUIPMENT GROWTH FUND-00	7359	788813	2000
NATIONAL PROCESSING INC-00	7374	1016277	2000
FIDELITY LEASING INCOME FUND VII L P-00	7377	858661	2000
MOTO PHOTO INC-00	7384	704508	2000
COMPLETE BUSINESS SOLUTIONS INC-00	7371	1028461	2000
SIEBEL SYSTEMS INC-00	7372	1006835	2000
USINTERNETWORKING INC-00	7371	1076732	2000
ECLIPSYS CORP-00	7373	1034088	2000
OFFICIAL PAYMENTS CORP-00	7374	1094998	2000
PREVIEW SYSTEMS INC-00	7389	1091271	2000
RAMP NETWORKS INC-00	7371	1084145	2000
QUEPASA COM INC-00	7310	1078099	2000
TICKETS COM INC-00	7900	1038083	2000
NET PERCEPTIONS INC-00	7372	1078203	2000
CENTURA SOFTWARE CORP-00	7372	895021	2000
POWERCERV CORP-00	7373	1005758	2000
MCAFEE COM CORP-00	7389	1095388	2000
EXODUS COMMUNICATIONS INC-00	7389	1013740	2000
YAHOO INC-00	7373	1011006	2000
FOURTH SHIFT CORP-00	7372	905724	2000
CREDITRUST CORP-00	7389	1043497	2000
CREDIT MANAGEMENT SOLUTIONS INC-00	7371	1024339	2000
RAZORFISH INC-00	7373	1075088	2000
BANYAN SYSTEMS INC-00	7372	888711	2000
VIISAGE TECHNOLOGY INC-00	7373	1018332	2000
IMAGE SOFTWARE INC-00	7373	723574	2000
GETTHERE COM-00	7389	1094202	2000
ITEX CORPORATION-00	7389	860518	2000
CREDIT MANAGEMENT SOLUTIONS INC-00	7371	1024339	2000
NATIONAL AUTO CREDIT INC /DE-00	7510	1004981	2000
INTERACTIVE GAMING & COMMUNICATIONS CORP-00	7359	799197	2000
MACROMEDIA INC-00	7372	913949	2000
WEBMETHODS INC-00	7371	1035096	2000
MANATRON INC-00	7373	798736	2000
NORSTAN INC-00	7385	72418	2000
SCB COMPUTER TECHNOLOGY INC-00	7363	1005268	2000
ENGAGE INC-00	7389	1084573	2000
MAPINFO CORP-00	7372	916238	2000
WALT DISNEY CO/-00	7990	1001039	2000
NETWORK ENGINES INC-00	7372	1110903	2000
INKTOMI CORP-00	7373	1024302	2000
TRANSACTION SYSTEMS ARCHITECTS INC-00	7372	935036	2000
VSI HOLDINGS INC-01	7389	354611	2001
STEWART ENTERPRISES INC-01	7200	878522	2001
AKAMAI TECHNOLOGIES INC-01	7389	1086222	2001
ARGOSY GAMING CO-01	7900	895385	2001
NATIONAL PROCESSING INC-01	7374	1016277	2001
ADOBE SYSTEMS INC-01	7372	796343	2001
IMATION CORP-01	7374	1014111	2001
MEDICALOGIC/MEDSCAPE INC-01	7374	923899	2001
INTERNAP NETWORK SERVICES CORP/WA-01	7389	1056386	2001
AFFINITY GROUP HOLDING INC-01	7900	1038622	2001
ECLIPSYS CORP-01	7373	1034088	2001
SPHERION CORP-01	7363	914536	2001
INDUS INTERNATIONAL INC-01	7372	1041333	2001
YAHOO INC-01	7373	1011006	2001
3 D SYSTEMS CORP-01	7372	910638	2001
SOHU COM INC-01	7374	1104188	2001
EMBARCADERO TECHNOLOGIES INC-01	7373	1107112	2001
CORILLIAN CORP-01	7372	1041403	2001
SIBONEY CORP-01	7389	90057	2001
INTERACT COMMERCE CORP-01	7372	1027108	2001
FILENET CORP-01	7373	706015	2001
FARGO ELECTRONICS INC-01	7371	1098834	2001
HILTON HOTELS CORP-01	7011	47580	2001
UNITED ARTISTS THEATRE CIRCUIT INC /MD/-01	7830	889570	2001
TIMBERLINE SOFTWARE CORPORATION-01	7372	314436	2001
ABLEST INC-01	7363	46653	2001
SYKES ENTERPRISES INC-01	7373	1010612	2001
APROPOS TECHNOLOGY INC-01	7372	1098803	2001
WEBSENSE INC-01	7389	1098277	2001
NBC INTERNET INC-01	7389	1089754	2001
BRAUN CONSULTING INC-01	7389	1086757	2001
REGAL CINEMAS INC-01	7830	905035	2001
CLICK2LEARN COM INC-01	7371	1052327	2001
LABOR READY INC-01	7363	768899	2001
PACKETEER INC-01	7373	1011344	2001
CAMINUS CORP-01	7389	1095157	2001
ORIENT EXPRESS HOTELS LTD-01	7011	1115836	2001
SCC COMMUNICATIONS CORP-01	7374	924505	2001
WESTWOOD ONE INC /DE/-01	7900	771950	2001
GRIC COMMUNICATIONS INC-01	7389	1059155	2001
TRIPOS INC-01	7372	920691	2001
SEEBEYOND TECHNOLOGY CORP-01	7372	1106842	2001
NETRATINGS INC-01	7389	1095480	2001
WALKER INTERACTIVE SYSTEMS INC-01	7372	883983	2001
INTERPOOL INC-01	7359	898777	2001
SEQUOIA SOFTWARE CORP-01	7372	1028442	2001
MARKETWATCH COM INC-01	7374	1068969	2001
COBALT GROUP INC-01	7374	1036290	2001
USINTERNETWORKING INC-01	7371	1076732	2001
ICON INCOME FUND EIGHT /DE-01	7359	1061134	2001
LANDACORP INC-01	7389	1058177	2001
MSC SOFTWARE CORP-01	7372	717238	2001
CENTURA SOFTWARE CORP-01	7372	895021	2001
HNC SOFTWARE INC/DE-01	7372	945093	2001
PREVIEW SYSTEMS INC-01	7389	1091271	2001
PROTECTION ONE ALARM MONITORING INC-01	7380	916310	2001
BITSTREAM INC-01	7371	818813	2001
OAO TECHNOLOGY SOLUTIONS INC-01	7373	1043476	2001
DELTEK SYSTEMS INC-01	7371	1029299	2001
SPINCYCLE INC-01	7200	1010235	2001
ICON INCOME FUND EIGHT B LP-01	7359	1121716	2001
OPTIMARK TECHNOLOGIES INC-01	7389	1062023	2001
US SEARCH CORP COM-01	7389	1083087	2001
VIADOR INC-01	7372	1089026	2001
INFONAUTICS INC-01	7374	909494	2001
INFONAUTICS INC-01	7374	909494	2001
LEARN2 COM INC-01	7372	920038	2001
SUN INTERNATIONAL NORTH AMERICA INC-01	7990	83394	2001
POWERCERV CORP-01	7373	1005758	2001
NIKU CORP-01	7389	1076641	2001
BEYOND COM CORP-01	7372	1060531	2001
QAD INC-01	7372	1036188	2001
SERENA SOFTWARE INC-01	7372	1073967	2001
WIND RIVER SYSTEMS INC-01	7371	833829	2001
LOEWS CINEPLEX ENTERTAINMENT CORP-01	7830	1054588	2001
COMPUTER ASSOCIATES INTERNATIONAL INC-01	7372	356028	2001
MACROMEDIA INC-01	7372	913949	2001
BTG INC /VA/-01	7373	932279	2001
ACTIVISION INC /NY-01	7372	718877	2001
WEBMETHODS INC-01	7371	1035096	2001
VISION SCIENCES INC /DE/-01	7372	894237	2001
GROUP 1 SOFTWARE INC-01	7372	23055	2001
AMERCO /NV/-01	7510	4457	2001
U HAUL INTERNATIONAL INC-01	7500	4458	2001
HIGH SPEED NET SOLUTIONS INC-01	7389	1104332	2001
INFOCAST CORP /NV-01	7389	1093682	2001
GREYSTONE DIGITAL TECHNOLOGY INC-01	7372	840254	2001
MANATRON INC-01	7373	798736	2001
NORSTAN INC-01	7385	72418	2001
FTD COM INC-01	7389	1086759	2001
LIBERATE TECHNOLOGIES-01	7372	1085776	2001
TAB PRODUCTS CO-01	7389	96116	2001
ANCHOR GAMING-01	7990	914923	2001
NETZERO INC-01	7370	1089944	2001
THOUSAND TRAILS INC /DE/-01	7000	1024124	2001
G&K SERVICES INC-01	7200	39648	2001
ALLIANCE GAMING CORP-01	7990	2491	2001
PROBUSINESS SERVICES INC-01	7374	1028751	2001
CLARK DICK PRODUCTIONS INC-01	7812	805370	2001
MIDWAY GAMES INC-01	7372	1022080	2001
EVOLVE SOFTWARE INC-01	7372	1097002	2001
CALIFORNIA FIRST NATIONAL BANCORP-01	7377	803016	2001
VOXWARE INC-01	7373	933454	2001
VICINITY CORP-01	7389	1029784	2001
J2 COMMUNICATIONS /CA/-01	7812	798078	2001
FACTSET RESEARCH SYSTEMS INC-01	7370	1013237	2001
ALTRIS SOFTWARE INC-01	7373	813747	2001
TIER TECHNOLOGIES INC-01	7373	1045150	2001
ACCENTURE LTD-01	7389	1134538	2001
CATAPULT COMMUNICATIONS CORP-01	7372	1063085	2001
SYSCOMM INTERNATIONAL CORP-01	7373	1037417	2001
MAPINFO CORP-01	7372	916238	2001
TRANSACTION SYSTEMS ARCHITECTS INC-01	7372	935036	2001
F5 NETWORKS INC-01	7373	1048695	2001
ARCHON CORP-01	7990	812482	2001
INKTOMI CORP-01	7373	1024302	2001
VSI HOLDINGS INC-02	7389	354611	2002
INTERNATIONAL SPEEDWAY CORP-02	7948	51548	2002
STEWART ENTERPRISES INC-02	7200	878522	2002
GOLF HOST RESORTS INC-02	7011	42429	2002
NOVELL INC-02	7372	758004	2002
GAMETECH INTERNATIONAL INC-02	7990	1045014	2002
SEEBEYOND TECHNOLOGY CORP-02	7372	1106842	2002
NETWORKS ASSOCIATES INC/-02	7372	890801	2002
TAKE TWO INTERACTIVE SOFTWARE INC-02	7372	946581	2002
NUMERICAL TECHNOLOGIES INC-02	7372	1091226	2002
WESTAFF INC-02	7363	931911	2002
NATIONAL PROCESSING INC-02	7374	1016277	2002
ADOBE SYSTEMS INC-02	7372	796343	2002
PROGRESS SOFTWARE CORP /MA-02	7372	876167	2002
ASK JEEVES INC-02	7389	1054298	2002
ONYX SOFTWARE CORP/WA-02	7372	1014383	2002
GRIC COMMUNICATIONS INC-02	7389	1059155	2002
DUN & BRADSTREET CORP/NW-02	7320	1115222	2002
DOCUMENT SCIENCES CORP-02	7372	1016831	2002
NOVATEL WIRELESS INC-02	7370	1022652	2002
ELECTRONIC DATA SYSTEMS CORP /DE/-02	7370	1007456	2002
E PIPHANY INC-02	7389	1089613	2002
REALNETWORKS INC-02	7371	1046327	2002
OVERTURE SERVICES INC-02	7389	1060439	2002
VASTERA INC-02	7373	1075056	2002
AFFINITY GROUP HOLDING INC-02	7900	1038622	2002
CADENCE DESIGN SYSTEMS INC-02	7372	813672	2002
SMARTFORCE PUBLIC LTD CO-02	7372	940181	2002
QUEPASA COM INC-02	7310	1078099	2002
ARGOSY GAMING CO-02	7900	895385	2002
HEARME-02	7310	1078693	2002
SOHU COM INC-02	7374	1104188	2002
YAHOO INC-02	7373	1011006	2002
CHURCHILL DOWNS INC-02	7948	20212	2002
LA QUINTA PROPERTIES INC-02	7011	314661	2002
LOGICVISION INC-02	7372	1041418	2002
INFORMATICA CORP-02	7372	1080099	2002
DELTEK SYSTEMS INC-02	7371	1029299	2002
TECHNOLOGY SOLUTIONS COMPANY-02	7373	877645	2002
MCGRATH RENTCORP-02	7359	752714	2002
DST SYSTEMS INC-02	7374	714603	2002
HORSESHOE GAMING HOLDING CORP-02	7990	1088118	2002
EARTHLINK INC-02	7370	1102541	2002
BSQUARE CORP /WA-02	7389	1054721	2002
QRS CORP-02	7370	906551	2002
WALKER INTERACTIVE SYSTEMS INC-02	7372	883983	2002
OMTOOL LTD-02	7372	1020579	2002
VALUECLICK INC/CA-02	7311	1080034	2002
SCIENTIFIC GAMES CORP-02	7373	750004	2002
PACKETEER INC-02	7373	1011344	2002
ENHERENT CORP-02	7371	1045560	2002
RADVIEW SOFTWARE LTD-02	7372	1114999	2002
HALL KINION & ASSOCIATES INC-02	7371	1009657	2002
ECLIPSYS CORP-02	7373	1034088	2002
I MANY INC-02	7389	1104017	2002
PEOPLESOFT INC-02	7372	875570	2002
EBAY INC-02	7389	1065088	2002
SAPIENT CORP-02	7373	1008817	2002
HNC SOFTWARE INC/DE-02	7372	945093	2002
MCAFEE COM CORP-02	7389	1095388	2002
HEALTHGATE DATA CORP-02	7389	1081630	2002
PORTAL SOFTWARE INC-02	7371	1080306	2002
DATALINK CORP-02	7373	1056923	2002
VERISITY LTD-02	7372	1121936	2002
CARESCIENCE INC-02	7389	1108782	2002
HADRON INC-02	7370	44800	2002
CCC INFORMATION SERVICES GROUP INC-02	7370	1017917	2002
IBASIS INC-02	7389	1091756	2002
EMBARCADERO TECHNOLOGIES INC-02	7373	1107112	2002
IMPERIAL PARKING CORP-02	7500	1103389	2002
ONESOURCE INFORMATION SERVICES INC-02	7374	1079880	2002
ORIENT EXPRESS HOTELS LTD-02	7011	1115836	2002
VARSITYBOOKS COM INC-02	7389	1069502	2002
REDBACK NETWORKS INC-02	7389	1081290	2002
SPHERION CORP-02	7363	914536	2002
3 D SYSTEMS CORP-02	7372	910638	2002
INFOSPACE INC-02	7374	1068875	2002
CORILLIAN CORP-02	7372	1041403	2002
FILENET CORP-02	7373	706015	2002
HIGH SPEED NET SOLUTIONS INC-02	7389	1104332	2002
WEBEX COMMUNICATIONS INC-02	7389	1109935	2002
SANCHEZ COMPUTER ASSOCIATES INC-02	7373	1022926	2002
TRIPOS INC-02	7372	920691	2002
JONES MEDIA NETWORKS LTD-02	7822	1067465	2002
SITEL CORP-02	7389	943820	2002
LOUDEYE TECHNOLOGIES INC-02	7371	1064648	2002
INTERPOOL INC-02	7359	898777	2002
NEOFORMA INC/CA/-02	7389	1096219	2002
EQUITY MARKETING INC-02	7311	911151	2002
BLUE ZONE INC-02	7370	1107749	2002
LIQUID AUDIO INC-02	7373	1016613	2002
TUMBLEWEED COMMUNICATIONS CORP-02	7389	1022509	2002
NEFF CORP-02	7359	1057725	2002
AMERICAN MANAGEMENT SYSTEMS INC-02	7370	310624	2002
ARTISTDIRECT INC-02	7389	1095079	2002
ACTIONPOINT INC-02	7372	909276	2002
PROTECTION ONE ALARM MONITORING INC-02	7380	916310	2002
PENN NATIONAL GAMING INC-02	7948	921738	2002
APROPOS TECHNOLOGY INC-02	7372	1098803	2002
DENDRITE INTERNATIONAL INC-02	7372	880321	2002
SEGUE SOFTWARE INC-02	7373	894572	2002
KANA SOFTWARE INC-02	7389	1089907	2002
CONCERO INC-02	7373	1030487	2002
AMERISTAR CASINOS INC-02	7990	912145	2002
GETTY IMAGES INC-02	7389	1047202	2002
LANDACORP INC-02	7389	1058177	2002
COGENT COMMUNICATIONS GROUP INC-02	7389	1158324	2002
ELITE INFORMATION GROUP INC-02	7373	885533	2002
ON ASSIGNMENT INC-02	7363	890564	2002
CLICK COMMERCE INC-02	7372	1107050	2002
HERBST GAMING INC-02	7990	1160294	2002
TIMBERLINE SOFTWARE CORPORATION-02	7372	314436	2002
VITRIA TECHNOLOGY INC-02	7372	1050808	2002
NYFIX INC-02	7373	99047	2002
AEGIS COMMUNICATIONS GROUP INC-02	7389	778426	2002
DATASTREAM SYSTEMS INC-02	7372	938481	2002
PEC SOLUTIONS INC-02	7370	1103013	2002
LIVEPERSON INC-02	7389	1102993	2002
LIBERTY LIVEWIRE CORP-02	7822	61442	2002
INSIGNIA SOLUTIONS PLC-02	7372	1002390	2002
NETZEE INC-02	7389	1094335	2002
TRM CORP-02	7200	749254	2002
VERITAS SOFTWARE CORP /DE/-02	7372	1084408	2002
IPRINT TECHNOLOGIES INC-02	7389	1099795	2002
EMERGE INTERACTIVE INC-02	7389	1092605	2002
CEDAR FAIR L P-02	7990	811532	2002
NETRATINGS INC-02	7389	1095480	2002
BACKWEB TECHNOLOGIES LTD-02	7372	1082064	2002
PDF SOLUTIONS INC-02	7371	1120914	2002
SUN INTERNATIONAL NORTH AMERICA INC-02	7990	83394	2002
FARGO ELECTRONICS INC-02	7371	1098834	2002
INTERNET CAPITAL GROUP INC-02	7389	1085621	2002
VALICERT INC-02	7371	1114040	2002
CENTERSPAN COMMUNICATIONS CORP-02	7372	932290	2002
ZAMBA CORP-02	7370	883741	2002
CRITICAL PATH INC-02	7389	1060801	2002
US SEARCH CORP COM-02	7389	1083087	2002
COMMERCE ONE INC / DE/-02	7373	1131806	2002
ANALYSTS INTERNATIONAL CORP-02	7371	6292	2002
ALTERNATIVE RESOURCES CORP-02	7363	920521	2002
CHORDIANT SOFTWARE INC-02	7372	1042134	2002
MSC SOFTWARE CORP-02	7372	717238	2002
VIXEL CORP-02	7371	1087955	2002
I2 TECHNOLOGIES INC-02	7372	1009304	2002
AVANT CORP-02	7372	943892	2002
SONICWALL INC-02	7389	1093885	2002
CONDOR TECHNOLOGY SOLUTIONS INC-02	7374	1042799	2002
TITAN CORP-02	7373	32258	2002
EBIX COM INC-02	7373	814549	2002
CNET NETWORKS INC-02	7812	1015577	2002
MOTO PHOTO INC-02	7384	704508	2002
NET PERCEPTIONS INC-02	7372	1078203	2002
HARD ROCK HOTEL INC-02	7990	1059744	2002
COM21 INC-02	7370	945379	2002
LABOR READY INC-02	7363	768899	2002
NETMANAGE INC-02	7372	909793	2002
INTERACTIVE INTELLIGENCE INC-02	7372	1083318	2002
DIGIMARC CORP-02	7373	1089443	2002
INTERPUBLIC GROUP OF COMPANIES INC-02	7311	51644	2002
WITNESS SYSTEMS INC-02	7372	1097338	2002
VIANT CORP-02	7380	1028122	2002
GENUITY INC-02	7370	1110794	2002
SMITH MICRO SOFTWARE INC-02	7372	948708	2002
S1 CORP /DE/-02	7370	1063254	2002
APPLIX INC /MA/-02	7372	932112	2002
INTEGRATED INFORMATION SYSTEMS INC-02	7389	1059421	2002
SAFEGUARD SCIENTIFICS INC ET AL-02	7389	86115	2002
MARKETWATCH COM INC-02	7374	1068969	2002
TICKETMASTER-02	7990	1006637	2002
POET HOLDINGS INC-02	7372	1028425	2002
TUCOWS INC /PA/-02	7374	909494	2002
MEDIX RESOURCES INC-02	7363	890784	2002
INTERTRUST TECHNOLOGIES CORP-02	7371	1089717	2002
CLICK2LEARN INC/DE/-02	7371	1052327	2002
ADAM INC-02	7372	863650	2002
AFG INVESTMENT TRUST D-02	7359	879497	2002
AFG INVESTMENT TRUST A-02	7359	879494	2002
EXCELON CORP-02	7372	1014955	2002
EXCELON CORP-02	7372	1014955	2002
UNITED ARTISTS THEATRE CIRCUIT INC /MD/-02	7830	889570	2002
WHITNEY INFORMATION NETWORK INC-02	7389	1095276	2002
IMPROVENET INC-02	7389	1043561	2002
TENFOLD CORP /UT-02	7371	1051118	2002
FITZGERALDS GAMING CORP-02	7990	948087	2002
TBA ENTERTAINMENT CORP-02	7900	913201	2002
MEDICALOGIC/MEDSCAPE INC-02	7374	923899	2002
SSP SOLUTIONS INC-02	7373	1078717	2002
NATIONAL EQUIPMENT SERVICES INC-02	7359	1051381	2002
EPICEDGE INC-02	7373	313041	2002
NIKU CORP-02	7372	1076641	2002
METROMEDIA INTERNATIONAL GROUP INC-02	7812	39547	2002
BEA SYSTEMS INC-02	7372	1031798	2002
SERENA SOFTWARE INC-02	7372	1073967	2002
WIND RIVER SYSTEMS INC-02	7371	833829	2002
VSOURCE INC-02	7389	1003226	2002
AUTODESK INC-02	7372	769397	2002
LASER RECORDING SYSTEMS INC-02	7373	855581	2002
QAD INC-02	7372	1036188	2002
LIGHTSPAN INC-02	7372	1097892	2002
TELESPECTRUM WORLDWIDE INC-02	7389	1014960	2002
PEERLESS SYSTEMS CORP-02	7372	897893	2002
OPTIO SOFTWARE INC-02	7372	1096689	2002
MANDALAY RESORT GROUP-02	7990	725549	2002
LOUDCLOUD INC-02	7389	1100813	2002
CPI CORP-02	7200	25354	2002
CALICO COMMERCE INC/-02	7389	1081154	2002
MITCHAM INDUSTRIES INC-02	7359	926423	2002
EXCHANGE APPLICATIONS INC-02	7373	1065857	2002
VANTAGEMED CORP-02	7372	1099531	2002
COMPUTER ASSOCIATES INTERNATIONAL INC-02	7372	356028	2002
ACXIOM CORP-02	7374	733269	2002
VISION SCIENCES INC /DE/-02	7372	894237	2002
BRIO SOFTWARE INC-02	7372	1056294	2002
CATALINA MARKETING CORP/DE-02	7311	883977	2002
INTRAWARE INC-02	7389	1025134	2002
RED HAT INC-02	7370	1087423	2002
DIGITAL IMPACT INC /DE/-02	7389	1095105	2002
NOVADIGM INC-02	7372	888358	2002
MACROMEDIA INC-02	7372	913949	2002
SYMANTEC CORP-02	7372	849399	2002
