CONFORMED-NAME	SIC	CIK	YEAR
HDS INTERNATIONAL CORP.-15	7374	1454742	2015
THEDIRECTORY.COM, INC.-15	7311	1122130	2015
Propel Media, Inc.-15	7374	1622822	2015
VIEW SYSTEMS INC-15	7380	1075857	2015
FORMCAP CORP.-15	7372	1102709	2015
CAM Group, Inc.-15	7310	1419559	2015
EXCELSIS INVESTMENTS INC.-15	7389	1496818	2015
AMARU INC-15	7389	1139822	2015
ChinaNet Online Holdings, Inc.-15	7311	1376321	2015
LIFEAPPS DIGITAL MEDIA INC.-15	7374	1510247	2015
MJ Pharmaceuticals Inc.-15	7389	1502629	2015
VALIDIAN CORP-15	7372	1100644	2015
PEARTRACK SECURITY SYSTEMS, INC.-15	7510	1379245	2015
Salamander Innisbrook, LLC-15	7900	1418372	2015
World Moto, Inc.-15	7372	1492151	2015
Mike the Pike Productions, Inc.-15	7812	1550222	2015
iHookup Social, Inc.-15	7372	1414043	2015
EZJR, Inc.-15	7374	1402453	2015
Go-Page Corp-15	7372	1301704	2015
ROI LAND INVESTMENTS LTD-15	7363	1509879	2015
SPEEDEMISSIONS INC-15	7500	1158419	2015
BullsNBears.com, Inc.-15	7370	1543272	2015
KANGE CORP-15	7371	1593773	2015
RED HAT INC-15	7370	1087423	2015
International Metals Streaming Corp.-15	7500	1553734	2015
NEW COLOMBIA RESOURCES INC-15	7372	772370	2015
Resort Savers, Inc.-15	7990	1572384	2015
Artec Global Media, Inc.-15	7389	1561865	2015
AFFINITY MEDIAWORKS CORP-15	7350	1433821	2015
CREATIVE REALITIES, INC.-15	7373	1356093	2015
RLJ ENTERTAINMENT, INC.-15	7822	1546381	2015
PROGRESSIVE GREEN SOLUTIONS, INC.-15	7374	1537511	2015
CARBON CREDIT INTERNATIONAL, INC.-15	7389	1619914	2015
Epazz Inc-15	7372	1335239	2015
Pazoo, Inc.-15	7389	1533427	2015
ANYTRANSLATION CORP-15	7380	1571804	2015
Baixo Relocation Services, Inc.-15	7389	1609988	2015
MEDCAREERS GROUP, Inc.-15	7389	1438901	2015
VIRTUSA CORP-15	7371	1207074	2015
NETSCOUT SYSTEMS INC-15	7373	1078075	2015
ELECTRONIC ARTS INC.-15	7372	712515	2015
TAKE TWO INTERACTIVE SOFTWARE INC-15	7372	946581	2015
MONRO MUFFLER BRAKE INC-15	7500	876427	2015
ACXIOM CORP-15	7374	733269	2015
AMERCO /NV/-15	7510	4457	2015
NEW RELIC INC-15	7372	1448056	2015
EARTH LIFE SCIENCES INC-15	7381	1165639	2015
CLOUD SECURITY CORP.-15	7311	1516079	2015
RENTRAK CORP-15	7389	800458	2015
TIXFI INC.-15	7990	1605024	2015
PREMIER EXHIBITIONS, INC.-15	7900	796764	2015
CEFC GLOBAL STRATEGIC HOLDINGS, INC.-15	7822	1519955	2015
APT Systems Inc-15	7372	1543739	2015
Jubilant Flame International, Ltd-15	7371	1517389	2015
COMPUTER SCIENCES CORP-15	7373	23082	2015
CMG HOLDINGS GROUP, INC.-15	7310	1346655	2015
WORLDS ONLINE INC.-15	7374	1522767	2015
Intellisense Solutions Inc.-15	7370	1577445	2015
CONSOLIDATED GEMS, INC.-15	7389	1423417	2015
Allied Ventures Holdings Corp.-15	7372	723533	2015
Onstream Media CORP-15	7373	919130	2015
True 2 Beauty Inc.-15	7389	1423579	2015
VIZCONNECT, INC.-15	7372	1506295	2015
Next 1 Interactive, Inc.-15	7310	1372183	2015
ISLE OF CAPRI CASINOS INC-15	7011	863015	2015
H&R BLOCK INC-15	7200	12659	2015
Bankrate, Inc.-15	7389	1518222	2015
Majesco-15	7372	1626853	2015
ORACLE CORP-15	7372	1341439	2015
Bazaarvoice Inc-15	7372	1330421	2015
CollabRx, Inc.-15	7374	931059	2015
Asia Travel Corp-15	7011	1027235	2015
HydroPhi Technologies Group, Inc.-15	7389	1496741	2015
KORN FERRY INTERNATIONAL-15	7361	56679	2015
COMMAND SECURITY CORP-15	7381	864509	2015
TOUCAN INTERACTIVE CORP-15	7320	1602143	2015
Cinedigm Corp.-15	7389	1173204	2015
CrowdGather, Inc.-15	7374	1328670	2015
AMERICAN SOFTWARE INC-15	7372	713425	2015
WNS Studios, Inc.-15	7819	1510333	2015
HealthTalk Live, Inc.-15	7374	1580262	2015
LIVE FIT CORP.-15	7200	1610457	2015
Investview, Inc.-15	7389	862651	2015
Firefish, Inc-15	7370	1445883	2015
LOTON, CORP-15	7370	1491419	2015
ENXNET INC-15	7372	1083706	2015
Pulse Network, Inc.-15	7372	1521013	2015
American Riding Tours Inc-15	7900	1585755	2015
COUNTERPATH CORP-15	7372	1236997	2015
INTERNATIONAL AUTOMATED SYSTEMS INC-15	7372	820380	2015
HERTZ CORP-15	7510	47129	2015
HERTZ GLOBAL HOLDINGS INC-15	7510	1364479	2015
SOMO, INC.-15	7372	1587285	2015
ALTAIR INTERNATIONAL CORP.-15	7389	1570937	2015
Peak Resorts Inc-15	7011	1517401	2015
NEVADA GOLD & CASINOS INC-15	7990	277058	2015
WTTJ CORP-15	7370	1498284	2015
FOCUS UNIVERSAL INC.-15	7310	1590418	2015
WTTJ CORP-15	7370	1498284	2015
Starflick.com-15	7812	1520592	2015
BUTLER NATIONAL CORP-15	7990	15847	2015
OPEN TEXT CORP-15	7373	1002638	2015
TSR INC-15	7371	98338	2015
Staffing 360 Solutions, Inc.-15	7363	1499717	2015
MICROSOFT CORP-15	7372	789019	2015
NOUVEAU VENTURES INC.-15	7374	1515353	2015
NOUVEAU VENTURES INC.-15	7374	1515353	2015
DAEGIS INC.-15	7372	880562	2015
eCrypt Technologies, Inc.-15	7372	1449574	2015
SRA INTERNATIONAL, INC.-15	7370	906192	2015
TEAM INC-15	7600	318833	2015
AUTOMATIC DATA PROCESSING INC-15	7374	8670	2015
FUTUREWORLD CORP.-15	7371	1273988	2015
SPARTA COMMERCIAL SERVICES, INC.-15	7389	318299	2015
ASPEN TECHNOLOGY INC /DE/-15	7371	929940	2015
Mobile Lads Corp-15	7310	1580264	2015
SILVERGRAPH INTERNATIONAL INC-15	7330	1115975	2015
CDK Global, Inc.-15	7389	1609702	2015
WESTERN LUCRATIVE ENTERPRISES, INC.-15	7389	1442101	2015
APPIPHANY TECHNOLOGIES HOLDINGS CORP-15	7371	1490054	2015
G&K SERVICES INC-15	7200	39648	2015
CACI INTERNATIONAL INC /DE/-15	7373	16058	2015
CoroWare, Inc,-15	7372	1156784	2015
PETRICHOR CORP.-15	7389	1604082	2015
Occidental Development Group, Inc.-15	7359	1073362	2015
SYNAPTICS Inc-15	7371	817720	2015
CODE NAVY-15	7371	1605931	2015
ARKADOS GROUP, INC.-15	7389	1095130	2015
BOTTOMLINE TECHNOLOGIES INC /DE/-15	7372	1073349	2015
Blue Sky Media Corp-15	7812	1604930	2015
SOFTECH INC-15	7373	354260	2015
TETRIDYN SOLUTIONS INC-15	7372	827099	2015
TETRIDYN SOLUTIONS INC-15	7372	827099	2015
TETRIDYN SOLUTIONS INC-15	7372	827099	2015
Research Solutions, Inc.-15	7389	1386301	2015
Intrawest Resorts Holdings, Inc.-15	7990	1587755	2015
alpha-En Corp-15	7819	1023298	2015
Energizer Tennis Inc.-15	7990	1551906	2015
HENRY JACK & ASSOCIATES INC-15	7373	779152	2015
Domark International Inc.-15	7600	1365160	2015
EGAIN Corp-15	7372	1066194	2015
Epcylon Technologies, Inc.-15	7372	1464766	2015
UNWIRED PLANET, INC.-15	7372	1082506	2015
PARK CITY GROUP INC-15	7374	50471	2015
Next Galaxy Corp.-15	7361	1466739	2015
Portlogic Systems Inc.-15	7372	1413990	2015
HARRISON VICKERS & WATERMAN INC-15	7389	1472847	2015
RAND WORLDWIDE INC-15	7372	852437	2015
RAADR, INC.-15	7371	1384365	2015
AgriVest Americas, Inc.-15	7373	1039757	2015
Guidewire Software, Inc.-15	7372	1528396	2015
ASN Technologies, Inc.-15	7370	1616543	2015
EnviroStar, Inc.-15	7200	65312	2015
INFOBLOX INC-15	7374	1223862	2015
CHINA MEDIA INC.-15	7812	1434674	2015
Atrinsic, Inc.-15	7389	1022899	2015
AUTHENTIDATE HOLDING CORP-15	7373	885074	2015
CHANGING TECHNOLOGIES, INC.-15	7372	1581378	2015
ARI NETWORK SERVICES INC /WI-15	7370	879796	2015
FACTSET RESEARCH SYSTEMS INC-15	7370	1013237	2015
MMEX Mining Corp-15	7819	1440799	2015
FAIR ISAAC CORP-15	7389	814547	2015
SIMULATIONS PLUS INC-15	7373	1023459	2015
METASOLUTIONS, INC.-15	7373	1630113	2015
CRYPTO-SERVICES, INC.-15	7370	1626745	2015
Writ Media Group, Inc.-15	7812	1413547	2015
PARKS AMERICA, INC-15	7990	1297937	2015
Domain Extremes Inc.-15	7374	1469038	2015
RMR Industrials, Inc.-15	7380	1556179	2015
MOHEGAN TRIBAL GAMING AUTHORITY-15	7011	1005276	2015
