CONFORMED-NAME	TICKER	SIC	CIK	YEAR
CH REAL ESTATE II, INC-16	Unknown	6500	1541719	2016
CULLEN/FROST BANKERS, INC.-16	CFR	6021	39263	2016
DELTA AIR LINES INC /DE/-16	DAL	4512	27904	2016
HALLIBURTON CO-16	HAL	1389	45012	2016
MANHATTAN ASSOCIATES INC-16	MANH	7372	1056696	2016
NBCUniversal Media, LLC-16	Unknown	4841	902739	2016
ASSOCIATED BANC-CORP-16	ASBC	6022	7789	2016
CHIPOTLE MEXICAN GRILL INC-16	CMG	5812	1058090	2016
FASTENAL CO-16	FAST	5200	815556	2016
PRICE T ROWE GROUP INC-16	TROW	6200	1113169	2016
Hanesbrands Inc.-16	HBI	5600	1359841	2016
UNION PACIFIC CORP-16	UNP	4011	100885	2016
CONSOL Energy Inc-16	CNX	1221	1070412	2016
MOBILE MINI INC-16	MINI	3443	911109	2016
CNX Coal Resources LP-16	CNXC	1220	1637558	2016
CARLISLE COMPANIES INC-16	CSL	3060	790051	2016
ALEXION PHARMACEUTICALS INC-16	ALXN	2834	899866	2016
PULTEGROUP INC/MI/-16	PHM	1531	822416	2016
Delphi Automotive PLC-16	DLPH	3714	1521332	2016
NovaCopper Inc.-16	NCQ	1040	1543418	2016
LabStyle Innovations Corp.-16	Unknown	3841	1533998	2016
GoldLand Holdings Corp.-16	GCHO	1040	1444839	2016
Remove-By-You, Inc.-16	Unknown	2844	1630430	2016
CAMBREX CORP-16	CBM	2834	820081	2016
HCP, INC.-16	HCP	6798	765880	2016
SCI Engineered Materials, Inc.-16	SCCI	3620	830616	2016
OMNICOM GROUP INC.-16	OMC	7311	29989	2016
TRANSACT ENERGY CORP-16	TEGY	1389	1383394	2016
VGRAB COMMUNICATIONS INC.-16	VAZGF	7372	1551887	2016
HIGHWOODS REALTY LTD PARTNERSHIP-16	Unknown	6519	941713	2016
UNITEDHEALTH GROUP INC-16	UNH	6324	731766	2016
CHARTER COMMUNICATIONS, INC. /MO/-16	CHTR	4841	1091667	2016
COGNEX CORP-16	CGNX	3823	851205	2016
ENSIGN GROUP, INC-16	ENSG	8051	1125376	2016
PATTERSON UTI ENERGY INC-16	PTEN	1381	889900	2016
M & A Holding Corp.-16	Unknown	6770	1629665	2016
COUSINS PROPERTIES INC-16	CUZ	6798	25232	2016
RAYTHEON CO/-16	RTN	3812	1047122	2016
GALLAGHER ARTHUR J & CO-16	AJG	6411	354190	2016
Owens Corning-16	OC	3290	1370946	2016
Rosewood Resources, Inc.-16	Unknown	1000	1613809	2016
PRINCIPAL FINANCIAL GROUP INC-16	PFG	6321	1126328	2016
Terreno Realty Corp-16	TRNO	6500	1476150	2016
BankFinancial CORP-16	BFIN	6035	1303942	2016
HENRY SCHEIN INC-16	HSIC	5047	1000228	2016
SOLARCITY CORP-16	SCTY	1700	1408356	2016
USG CORP-16	USG	3270	757011	2016
INTERACTIVE MULTI MEDIA AUCTION Corp-16	Unknown	7389	1565430	2016
EXELON GENERATION CO LLC-16	Unknown	4911	1168165	2016
FIRST NIAGARA FINANCIAL GROUP INC-16	FNFG	6021	1051741	2016
JAREX SOLUTIONS CORP.-16	Unknown	7372	1627452	2016
SNAP-ON Inc-16	SNA	3420	91440	2016
Rovi Corp-16	ROVI	6794	1424454	2016
MULTI FINELINE ELECTRONIX INC-16	MFLX	3672	830916	2016
Expedia, Inc.-16	EXPE	4700	1324424	2016
MOLSON COORS BREWING CO-16	TAP	2082	24545	2016
MONSTER WORLDWIDE, INC.-16	MWW	7363	1020416	2016
FORD MOTOR CREDIT CO LLC-16	Unknown	6159	38009	2016
NUVASIVE INC-16	NUVA	3841	1142596	2016
ION GEOPHYSICAL CORP-16	IO	1382	866609	2016
SOLARFLEX CORP-16	SFEX	3674	1494162	2016
NORTHWESTERN CORP-16	NWEC	4931	73088	2016
Quintiles Transnational Holdings Inc.-16	Q	8731	1478242	2016
STRYKER CORP-16	SYK	3841	310764	2016
REGENERON PHARMACEUTICALS INC-16	REGN	2834	872589	2016
AUTONATION, INC.-16	AN	5500	350698	2016
COLUMBIA PROPERTY TRUST, INC.-16	CXP	6798	1252849	2016
REYNOLDS AMERICAN INC-16	RAI	2111	1275283	2016
POWER INTEGRATIONS INC-16	POWI	3674	833640	2016
Limelight Networks, Inc.-16	LLNW	7389	1391127	2016
MEDNAX, INC.-16	PDX	8060	893949	2016
ALLIANCEBERNSTEIN HOLDING L.P.-16	AB	6282	825313	2016
ALLIANCEBERNSTEIN L.P.-16	Unknown	6282	1109448	2016
USA Compression Partners, LP-16	USAC	4922	1522727	2016
UNITED TECHNOLOGIES CORP /DE/-16	UTX	3724	101829	2016
ALASKA AIR GROUP, INC.-16	ALK	4512	766421	2016
Och-Ziff Capital Management Group LLC-16	OZM	6282	1403256	2016
BSQUARE CORP /WA-16	BSQR	7389	1054721	2016
FORD MOTOR CO-16	F	3711	37996	2016
Brookdale Senior Living Inc.-16	BKD	8050	1332349	2016
CHARLES RIVER LABORATORIES INTERNATIONAL INC-16	CRL	8731	1100682	2016
MASCO CORP /DE/-16	MAS	2430	62996	2016
ALNYLAM PHARMACEUTICALS, INC.-16	ALNY	2834	1178670	2016
NeuroMetrix, Inc.-16	NURO	3841	1289850	2016
GRIFFIN INDUSTRIAL REALTY, INC.-16	GRIF	6500	1037390	2016
PHILLIPS 66 PARTNERS LP-16	PSXP	4610	1572910	2016
MERCER INTERNATIONAL INC.-16	MERC	2611	1333274	2016
DENTSPLY INTERNATIONAL INC /DE/-16	XRAY	3843	818479	2016
Liberty Broadband Corp-16	Unknown	4841	1611983	2016
CoreSite Realty Corp-16	COR	6798	1490892	2016
CALPINE CORP-16	CPN	4911	916457	2016
ILLINOIS TOOL WORKS INC-16	ITW	3560	49826	2016
CORNING INC /NY-16	GLW	3357	24741	2016
TEMPUR SEALY INTERNATIONAL, INC.-16	TPX	2510	1206264	2016
DOW CHEMICAL CO /DE/-16	DOW	2821	29915	2016
MCGRAW HILL FINANCIAL INC-16	MHP	7320	64040	2016
Kilroy Realty, L.P.-16	KRLP	6798	1493976	2016
UNION CARBIDE CORP /NEW/-16	Unknown	2860	100790	2016
NAVIGATORS GROUP INC-16	NAVG	6331	793547	2016
SANDISK CORP-16	SNDK	3572	1000180	2016
ZILLOW GROUP, INC.-16	Z	7389	1617640	2016
PORTLAND GENERAL ELECTRIC CO /OR/-16	POR	4911	784977	2016
Q2 Holdings, Inc.-16	QTWO	7372	1410384	2016
Inuvo, Inc.-16	THK	7310	829323	2016
INCYTE CORP-16	INCY	8731	879169	2016
WORLD WRESTLING ENTERTAINMENTINC-16	WWE	7812	1091907	2016
LIFEPOINT HEALTH, INC.-16	LPNT	8062	1301611	2016
LINKEDIN CORP-16	LNKD	7370	1271024	2016
MASTERCARD INC-16	MA	7389	1141391	2016
Vanda Pharmaceuticals Inc.-16	VNDA	2834	1347178	2016
RYDER SYSTEM INC-16	R	7510	85961	2016
CREDIT ACCEPTANCE CORP-16	CACC	6141	885550	2016
AWARE INC /MA/-16	AWRE	7372	1015739	2016
INTERSIL CORP/DE-16	ISIL	3674	1096325	2016
HONEYWELL INTERNATIONAL INC-16	HON	3714	773840	2016
KEMPER Corp-16	KMPR	6331	860748	2016
VARONIS SYSTEMS INC-16	VRNS	7372	1361113	2016
BARD C R INC /NJ/-16	BCR	3841	9892	2016
INTEL CORP-16	INTC	3674	50863	2016
COBIZ FINANCIAL INC-16	COBZ	6021	1028734	2016
ESSENTIAL INNOVATIONS TECHNOLOGY CORP-16	EITC	3590	1250897	2016
Texas South Energy, Inc.-16	Unknown	1311	1506742	2016
Acacia Diversified Holdings, Inc.-16	ACCA	5010	1001463	2016
WHIRLPOOL CORP /DE/-16	WHR	3630	106640	2016
NOVATION COMPANIES, INC.-16	NOVS	6531	1025953	2016
Diversified Resources Inc.-16	Unknown	1382	1509692	2016
VERTEX PHARMACEUTICALS INC / MA-16	VRTX	2834	875320	2016
ALEXANDERS INC-16	ALX	6798	3499	2016
REGIONS FINANCIAL CORP-16	RF	6021	1281761	2016
AMERICAN GENE ENGINEER CORP-16	Unknown	6770	1600784	2016
MICROPAC INDUSTRIES INC-16	MPAD	3674	65759	2016
BLACKSTONE MORTGAGE TRUST, INC.-16	BXMT	6798	1061630	2016
AMGEN INC-16	AMGN	2836	318154	2016
KINDER MORGAN, INC.-16	KMI	4922	1506307	2016
PACCAR INC-16	PCAR	3711	75362	2016
Select Income REIT-16	SIR	6798	1537667	2016
LENNOX INTERNATIONAL INC-16	LII	3585	1069202	2016
WORLD FUEL SERVICES CORP-16	INT	5172	789460	2016
ENERGEN CORP-16	EGN	1311	277595	2016
TriState Capital Holdings, Inc.-16	TSC	6022	1380846	2016
Maple Tree Kids, Inc.-16	Unknown	5961	1590496	2016
HUNTSMAN INTERNATIONAL LLC-16	Unknown	2800	1089748	2016
Stem Sales, Inc.-16	Unknown	6770	1614083	2016
Liberty Global plc-16	LBTY	4841	1570585	2016
Trans-Pacific Aerospace Company, Inc.-16	Unknown	1311	1422295	2016
OWENS ILLINOIS INC /DE/-16	OI	3221	812074	2016
SHUTTERFLY INC-16	SFLY	7384	1125920	2016
Where Food Comes From, Inc.-16	Unknown	7372	1360565	2016
NAVIGANT CONSULTING INC-16	NCI	8742	1019737	2016
VORNADO REALTY TRUST-16	VNO	6798	899689	2016
LyondellBasell Industries N.V.-16	LYB	2860	1489393	2016
YUM BRANDS INC-16	YUM	5812	1041061	2016
Advanced Biomedical Technologies Inc.-16	ABMT	3842	1385799	2016
Express Scripts Holding Co.-16	ESRX	5912	1532063	2016
Skkynet Cloud Systems, Inc.-16	SKKY	7372	1546853	2016
Arlington Asset Investment Corp.-16	FBR	6799	1209028	2016
CATERPILLAR INC-16	CAT	3531	18230	2016
WILSHIRE BANCORP INC-16	WIBC	6022	1285224	2016
OWENS-ILLINOIS GROUP INC-16	Unknown	3221	812233	2016
CRYOLIFE INC-16	CRY	3841	784199	2016
Renewable Energy & Power, Inc.-16	Unknown	3640	1608430	2016
WESTMOUNTAIN GOLD, INC.-16	WMTN	1040	1421601	2016
Colfax CORP-16	CFX	3561	1420800	2016
Landmark Infrastructure Partners LP-16	Unknown	6519	1615346	2016
GARMIN LTD-16	GRMN	3812	1121788	2016
CNA FINANCIAL CORP-16	CNA	6331	21175	2016
NVR INC-16	NVR	1531	906163	2016
FALCONSTOR SOFTWARE INC-16	FALC	7372	922521	2016
ENBRIDGE ENERGY MANAGEMENT L L C-16	EEQ	1311	1173911	2016
INNOSPEC INC.-16	OTL	2800	1054905	2016
CYS Investments, Inc.-16	CYS	6798	1396446	2016
Takung Art Co., Ltd.-16	Unknown	5990	1491487	2016
T-Mobile US, Inc.-16	TMUS	4812	1283699	2016
HERSHA HOSPITALITY TRUST-16	HT	6798	1063344	2016
COMMUNITY HEALTH SYSTEMS INC-16	CYH	8062	1108109	2016
Priceline Group Inc.-16	PCLN	7389	1075531	2016
IDEXX LABORATORIES INC /DE-16	IDXX	2835	874716	2016
Piedmont Office Realty Trust, Inc.-16	PDM	6512	1042776	2016
Guaranty Bancorp-16	GBNK	6022	1324410	2016
CTI BIOPHARMA CORP-16	CTIC	2834	891293	2016
CERNER CORP /MO/-16	CERN	7373	804753	2016
BAKER HUGHES INC-16	BHI	3533	808362	2016
Grand Canyon Education, Inc.-16	LOPE	8200	1434588	2016
HUNTINGTON BANCSHARES INC/MD-16	HBAN	6021	49196	2016
Meritage Homes CORP-16	MTH	1531	833079	2016
SKOOKUM SAFETY SOLUTIONS CORP.-16	Unknown	2390	1537048	2016
GLADSTONE COMMERCIAL CORP-16	GOOD	6519	1234006	2016
MAXLINEAR INC-16	MXL	3674	1288469	2016
NEWMONT MINING CORP /DE/-16	NEM	1040	1164727	2016
Enable Midstream Partners, LP-16	ENBL	4922	1591763	2016
GROUP 1 AUTOMOTIVE INC-16	GPI	5500	1031203	2016
INTEVAC INC-16	IVAC	3559	1001902	2016
Midcoast Energy Partners, L.P.-16	MEP	4923	1578685	2016
PIONEER ENERGY SERVICES CORP-16	PDC	1381	320575	2016
ENBRIDGE ENERGY PARTNERS LP-16	EEP	4610	880285	2016
DEVON ENERGY CORP/DE-16	DVN	1311	1090012	2016
MAXWELL TECHNOLOGIES INC-16	MXWL	3690	319815	2016
SMITH A O CORP-16	AOS	3630	91142	2016
VISHAY INTERTECHNOLOGY INC-16	VSH	3670	103730	2016
PLUM CREEK TIMBER CO INC-16	PCL	6798	849213	2016
AT&T INC.-16	T	4813	732717	2016
Travelport Worldwide LTD-16	TVPT	4700	1424755	2016
HUNTINGTON INGALLS INDUSTRIES, INC.-16	HII	3730	1501585	2016
REALBIZ MEDIA GROUP, INC-16	RBIZ	6531	1430523	2016
LaSalle Hotel Properties-16	LHO	6798	1053532	2016
MACATAWA BANK CORP-16	MCBC	6022	1053584	2016
SunCoke Energy Partners, L.P.-16	SXCP	3312	1555538	2016
Green Plains Inc.-16	GPRE	2860	1309402	2016
WELLTOWER INC.-16	HCN	6798	766704	2016
PACIFIC GAS & ELECTRIC Co-16	PCG	4931	75488	2016
CADENCE DESIGN SYSTEMS INC-16	CDNS	7372	813672	2016
Liberty TripAdvisor Holdings, Inc.-16	Unknown	7374	1606745	2016
Inteliquent, Inc.-16	IQNT	4813	1292653	2016
NU SKIN ENTERPRISES INC-16	NUS	5122	1021561	2016
FEDERAL HOME LOAN MORTGAGE CORP-16	FMCC	6111	1026214	2016
PPG INDUSTRIES INC-16	PPG	2851	79879	2016
HUBBELL INC-16	HUBA	3670	48898	2016
MARRIOTT INTERNATIONAL INC /MD/-16	MAR	7011	1048286	2016
REGENCY CENTERS LP-16	Unknown	6500	1066247	2016
KAR Auction Services, Inc.-16	KAR	5500	1395942	2016
COLGATE PALMOLIVE CO-16	CL	2844	21665	2016
LAWSON PRODUCTS INC/NEW/DE/-16	LAWS	5080	703604	2016
YRC Worldwide Inc.-16	YRCW	4213	716006	2016
BANC OF CALIFORNIA, INC.-16	BANC	6021	1169770	2016
HEAT BIOLOGICS, INC.-16	HTBX	2834	1476963	2016
ATLAS AIR WORLDWIDE HOLDINGS INC-16	AIR	4522	1135185	2016
UNITED AIRLINES, INC.-16	CAL	4512	319687	2016
Internap Corp-16	INAP	7370	1056386	2016
Armour Residential REIT, Inc.-16	ARR	6798	1428205	2016
Six Flags Entertainment Corp-16	PKS	7990	701374	2016
Hyatt Hotels Corp-16	H	7011	1468174	2016
CVR PARTNERS, LP-16	UAN	2870	1425292	2016
Government Properties Income Trust-16	GOV	6500	1456772	2016
WEST CORP-16	WSTC	7389	1024657	2016
CAPELLA EDUCATION CO-16	CPLA	8200	1104349	2016
CITIZENS & NORTHERN CORP-16	CZNC	6022	810958	2016
CONE Midstream Partners LP-16	CNNX	4922	1610418	2016
FLUOR CORP-16	FLR	1600	1124198	2016
FLUOR CORP-16	FLR	1600	1124198	2016
TUCSON ELECTRIC POWER CO-16	Unknown	4911	100122	2016
Green Plains Partners LP-16	Unknown	2860	1635650	2016
TreeHouse Foods, Inc.-16	THS	2030	1320695	2016
QUESTAR PIPELINE CO-16	Unknown	4922	764044	2016
InterDigital, Inc.-16	IDCC	6794	1405495	2016
InterDigital, Inc.-16	IDCC	6794	1405495	2016
22nd Century Group, Inc.-16	XXII	2111	1347858	2016
TripAdvisor, Inc.-16	TRIP	7370	1526520	2016
BOSTON BEER CO INC-16	SAM	2082	949870	2016
GIBRALTAR INDUSTRIES, INC.-16	ROCK	3310	912562	2016
WASTE MANAGEMENT INC-16	WM	4953	823768	2016
IDAHO POWER CO-16	IDAHOPWR	4911	49648	2016
HUMANA INC-16	HUM	6324	49071	2016
SunCoke Energy, Inc.-16	SXC	3312	1514705	2016
XEROX CORP-16	XRX	7389	108772	2016
NMI Holdings, Inc.-16	NMIH	6351	1547903	2016
Allison Transmission Holdings Inc-16	ALSN	3714	1411207	2016
Edwards Lifesciences Corp-16	EW	3842	1099800	2016
Nielsen Holdings plc-16	NLSN	7389	1492633	2016
ELECTRONICS FOR IMAGING INC-16	EFII	3576	867374	2016
REALMARK PROPERTY INVESTORS LIMITED PARTNERSHIP VI-A-16	Unknown	6798	822783	2016
NATIONAL INSTRUMENTS CORP-16	NATI	7372	935494	2016
Century Communities, Inc.-16	Unknown	1531	1576940	2016
CROWN MEDIA HOLDINGS INC-16	CRWN	4841	1103837	2016
LEUCADIA NATIONAL CORP-16	LUK	2011	96223	2016
REALMARK PROPERTY INVESTORS LTD PARTNERSHIP II-16	Unknown	6798	704165	2016
LG&E & KU Energy LLC-16	Unknown	4931	1518339	2016
ANIXTER INTERNATIONAL INC-16	AXE	5063	52795	2016
ESSENDANT INC-16	USTR	5110	355999	2016
ARCHER DANIELS MIDLAND CO-16	ADM	2070	7084	2016
NextEra Energy Partners, LP-16	NEP	4911	1603145	2016
NextEra Energy Partners, LP-16	NEP	4911	1603145	2016
Mondelez International, Inc.-16	MDLZ	2000	1103982	2016
AUTOLIV INC-16	ALV	3714	1034670	2016
VERISIGN INC/CA-16	VRSN	7371	1014473	2016
Anthem, Inc.-16	WLP	6324	1156039	2016
JUNIPER NETWORKS INC-16	JNPR	3576	1043604	2016
DUKE REALTY CORP-16	DRE	6798	783280	2016
ZYNGA INC-16	ZNGA	7374	1439404	2016
ZYNGA INC-16	ZNGA	7374	1439404	2016
ACADIA REALTY TRUST-16	AKR	6798	899629	2016
IRONWOOD PHARMACEUTICALS INC-16	IRWD	2834	1446847	2016
Douglas Emmett Inc-16	DEI	6798	1364250	2016
INSIGHT ENTERPRISES INC-16	NSIT	5961	932696	2016
CVR ENERGY INC-16	CVI	2911	1376139	2016
FORWARD AIR CORP-16	FWRD	4731	912728	2016
Silverstar Resources, Inc.-16	SLVM	1000	1385329	2016
DIAMOND OFFSHORE DRILLING INC-16	DO	1381	949039	2016
Western Union CO-16	WU	7389	1365135	2016
POTOMAC ELECTRIC POWER CO-16	POM	4911	79732	2016
AMERICAN INTERNATIONAL GROUP INC-16	AIG	6331	5272	2016
RENAISSANCERE HOLDINGS LTD-16	RNR	6331	913144	2016
Phillips 66-16	PSX	2911	1534701	2016
Urban Edge Properties-16	UE	6500	1611547	2016
DCT Industrial Operating Partnership LP-16	Unknown	6798	1604042	2016
ALLSTATE CORP-16	ALL	6331	899051	2016
Hennessy Capital Acquisition Corp II-16	HCACU	6770	1642453	2016
CBOE Holdings, Inc.-16	CBOE	6200	1374310	2016
Senseonics Holdings, Inc.-16	Unknown	3823	1616543	2016
FIRST FINANCIAL BANKSHARES INC-16	FFIN	6022	36029	2016
IMS Health Holdings, Inc.-16	IMS	7374	1595262	2016
Sabre Corp-16	SABR	7370	1597033	2016
NETGEAR, INC-16	NTGR	3661	1122904	2016
American Assets Trust, L.P.-16	Unknown	6798	1509570	2016
CEDAR REALTY TRUST, INC.-16	CDR	6798	761648	2016
First American Financial Corp-16	FAF	6361	1472787	2016
MDU RESOURCES GROUP INC-16	MDU	1400	67716	2016
MAGELLAN MIDSTREAM PARTNERS LP-16	MMP	4610	1126975	2016
NATIONAL OILWELL VARCO INC-16	NOV	3533	1021860	2016
PACCAR FINANCIAL CORP-16	Unknown	6153	731288	2016
INSTRUCTURE INC-16	INST	7372	1355754	2016
C1 Financial, Inc.-16	BNK	6022	1609132	2016
BANK OF THE OZARKS INC-16	OZRK	6022	1038205	2016
LogMeIn, Inc.-16	LOGM	7372	1420302	2016
