CONFORMED-NAME	SIC	CIK	YEAR
NCL CORP Ltd.-14	4400	1318742	2014
DAVITA HEALTHCARE PARTNERS INC.-14	8090	927066	2014
PILGRIMS PRIDE CORP-14	2015	802481	2014
MRC GLOBAL INC.-14	5084	1439095	2014
AmREIT, Inc.-14	6798	1397807	2014
APEX 11 INC.-14	6770	1578329	2014
EchoStar CORP-14	3663	1415404	2014
National CineMedia, Inc.-14	7310	1377630	2014
EMPIRE DISTRICT ELECTRIC CO-14	4911	32689	2014
MINERALS TECHNOLOGIES INC-14	2810	891014	2014
Hatteras Financial Corp-14	6798	1419521	2014
MAVENIR SYSTEMS INC-14	3576	1361470	2014
INSIGHT ENTERPRISES INC-14	5961	932696	2014
Nu-Med Plus, Inc.-14	3841	1543637	2014
M&T BANK CORP-14	6022	36270	2014
Digimarc CORP-14	7373	1438231	2014
TEXAS CAPITAL BANCSHARES INC/TX-14	6022	1077428	2014
SEVILLE VENTURES CORP-14	7200	1527424	2014
ROPER INDUSTRIES INC-14	3823	882835	2014
Nielsen CO B.V.-14	7389	1397410	2014
Nielsen Holdings N.V.-14	7389	1492633	2014
LITHIA MOTORS INC-14	5500	1023128	2014
Norwegian Cruise Line Holdings Ltd.-14	4400	1513761	2014
TRANSACT ENERGY CORP-14	1389	1383394	2014
AbbVie Inc.-14	2834	1551152	2014
ManpowerGroup Inc.-14	7363	871763	2014
CHURCH & DWIGHT CO INC /DE/-14	2840	313927	2014
XOOM Corp-14	6099	1315657	2014
CROWN MEDIA HOLDINGS INC-14	4841	1103837	2014
POLYCOM INC-14	3661	1010552	2014
ON SEMICONDUCTOR CORP-14	3674	1097864	2014
ZYNGA INC-14	7374	1439404	2014
General Growth Properties, Inc.-14	6798	1496048	2014
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP-14	3743	943452	2014
S&T BANCORP INC-14	6022	719220	2014
AUTOLIV INC-14	3714	1034670	2014
SCIQUEST INC-14	7372	1082526	2014
HUNT J B TRANSPORT SERVICES INC-14	4213	728535	2014
LANDSTAR SYSTEM INC-14	4213	853816	2014
APEX 10 INC.-14	6770	1578328	2014
Empirical ventures, Inc.-14	7372	1301704	2014
Tornier N.V.-14	3842	1492658	2014
AT&T INC.-14	4813	732717	2014
Orchid Island Capital, Inc.-14	6798	1518621	2014
Hughes Satellite Systems Corp-14	4899	1533758	2014
CRYOLIFE INC-14	3841	784199	2014
Sonora Resources Corp.-14	5000	1473591	2014
ACCESS MIDSTREAM PARTNERS LP-14	4922	1483096	2014
GOODRICH PETROLEUM CORP-14	1311	943861	2014
ABBOTT LABORATORIES-14	2834	1800	2014
Bullfrog Gold Corp.-14	1000	1448597	2014
SCHWAB CHARLES CORP-14	6211	316709	2014
Domtar CORP-14	2621	1381531	2014
Taylor Morrison Home Corp-14	1531	1562476	2014
ARMSTRONG WORLD INDUSTRIES INC-14	3089	7431	2014
Allison Transmission Holdings Inc-14	3714	1411207	2014
CARBO CERAMICS INC-14	3290	1009672	2014
FIFTH THIRD BANCORP-14	6022	35527	2014
COTT CORP /CN/-14	2086	884713	2014
LOEWS CORP-14	6331	60086	2014
FERRO CORP-14	2851	35214	2014
NeuroMetrix, Inc.-14	3841	1289850	2014
TREX CO INC-14	2400	1069878	2014
DEAN FOODS CO-14	2024	931336	2014
Chemtura CORP-14	2820	1091862	2014
UNISYS CORP-14	7373	746838	2014
ALEXANDERS INC-14	6798	3499	2014
EOG RESOURCES INC-14	1311	821189	2014
BlueLinx Holdings Inc.-14	5031	1301787	2014
NEOGENOMICS INC-14	8734	1077183	2014
KKR & Co. L.P.-14	6282	1404912	2014
KEATING CAPITAL INC-14	0	1444706	2014
STARWOOD HOTEL & RESORTS WORLDWIDE, INC-14	7011	316206	2014
STANDARD PACIFIC CORP /DE/-14	1531	878560	2014
COMPASS MINERALS INTERNATIONAL INC-14	1400	1227654	2014
FTI CONSULTING INC-14	8742	887936	2014
Kosmos Energy Ltd.-14	1311	1509991	2014
MARTIN MARIETTA MATERIALS INC-14	1400	916076	2014
VIRTUS INVESTMENT PARTNERS, INC.-14	6282	883237	2014
VORNADO REALTY TRUST-14	6798	899689	2014
Hyde Park Acquisition Corp. II-14	6770	1519817	2014
MEADWESTVACO Corp-14	2621	1159297	2014
Rosetta Resources Inc.-14	1311	1340282	2014
KIRBY CORP-14	4400	56047	2014
iMedicor-14	7372	1408057	2014
HUB GROUP INC-14	4731	940942	2014
MARKETAXESS HOLDINGS INC-14	6211	1278021	2014
PS BUSINESS PARKS INC/CA-14	6798	866368	2014
TRUSTMARK CORP-14	6021	36146	2014
NASDAQ OMX GROUP, INC.-14	6200	1120193	2014
INTERNATIONAL BANCSHARES CORP-14	6022	315709	2014
Shire plc-14	2834	936402	2014
PPL ELECTRIC UTILITIES CORP-14	4911	317187	2014
DIAMOND OFFSHORE DRILLING INC-14	1381	949039	2014
DIRECTV-14	4899	1465112	2014
B/E AEROSPACE INC-14	2531	861361	2014
TELEFLEX INC-14	3841	96943	2014
First American Financial Corp-14	6361	1472787	2014
Endurance Exploration Group, Inc.-14	1000	1392902	2014
BANCORPSOUTH INC-14	6022	701853	2014
OIL STATES INTERNATIONAL, INC-14	3533	1121484	2014
INTERNATIONAL BUSINESS MACHINES CORP-14	3570	51143	2014
RIDGEWOOD ENERGY T FUND LLC-14	1382	1364397	2014
Approach Resources Inc-14	1311	1405073	2014
PUBLIC SERVICE CO OF NEW HAMPSHIRE-14	4911	315256	2014
ENCORE CAPITAL GROUP INC-14	6153	1084961	2014
Spansion Inc.-14	3674	1322705	2014
US ECOLOGY, INC.-14	4953	742126	2014
LINCOLN NATIONAL CORP-14	6311	59558	2014
HANOVER INSURANCE GROUP, INC.-14	6331	944695	2014
ESCALADE INC-14	3949	33488	2014
APPALACHIAN POWER CO-14	4911	6879	2014
MORGAN STANLEY-14	6211	895421	2014
CEDAR REALTY TRUST, INC.-14	6798	761648	2014
BJs RESTAURANTS INC-14	5812	1013488	2014
DOMINOS PIZZA INC-14	5140	1286681	2014
Nxt-ID, Inc.-14	7381	1566826	2014
CUBIST PHARMACEUTICALS INC-14	2834	912183	2014
AMERICAN EXPRESS CO-14	6199	4962	2014
UMB FINANCIAL CORP-14	6021	101382	2014
Retail Opportunity Investments Partnership, LP-14	6798	1577230	2014
Vitamin Shoppe, Inc.-14	5400	1360530	2014
ALLEGHANY CORP /DE-14	6331	775368	2014
ENDURANCE SPECIALTY HOLDINGS LTD-14	6331	1179755	2014
INFINITY PHARMACEUTICALS, INC.-14	2834	1113148	2014
CONOCOPHILLIPS-14	2911	1163165	2014
OFFICE DEPOT INC-14	5940	800240	2014
Solar Capital Ltd.-14	0	1418076	2014
Solar Senior Capital Ltd.-14	0	1508171	2014
E TRADE FINANCIAL Corp-14	6035	1015780	2014
VALMONT INDUSTRIES INC-14	3440	102729	2014
COGNIZANT TECHNOLOGY SOLUTIONS CORP-14	7371	1058290	2014
Applied Nanotech Holdings, Inc-14	3669	891417	2014
Actavis plc-14	2834	1578845	2014
TOTAL SYSTEM SERVICES INC-14	7389	721683	2014
JANUS CAPITAL GROUP INC-14	6282	1065865	2014
ADVENT SOFTWARE INC /DE/-14	7371	1002225	2014
SELECT MEDICAL CORP-14	8093	1035688	2014
UNITED THERAPEUTICS Corp-14	2834	1082554	2014
CH2M HILL COMPANIES LTD-14	8711	777491	2014
NORTHWEST INDIANA BANCORP-14	6035	919864	2014
L 3 COMMUNICATIONS CORP-14	3663	1039101	2014
ORBITAL SCIENCES CORP /DE/-14	3663	820736	2014
BSQUARE CORP /WA-14	7389	1054721	2014
BOSTON BEER CO INC-14	2082	949870	2014
RIDGEWOOD ENERGY Y FUND LLC-14	1381	1434070	2014
PINNACLE FINANCIAL PARTNERS INC-14	6021	1115055	2014
METHES ENERGIES INTERNATIONAL LTD-14	2860	1436549	2014
IMPAX LABORATORIES INC-14	2834	1003642	2014
